Key,Context,Example,Source,de,en-us,es,es-es,fr,id,it,ja,ko,pt,pt-br,ru,th-th,zh-cn,zh-tw,zh-cjv,pl,vi,tr,ar
,,,Camera Mode,Kameramodus,Camera Mode,Modo de cámara,Modo de cámara,Mode caméra,Mode Kamera,Modalità visuale,カメラのモード,카메라 모드,Modo da câmera,Modo da câmera,Режим камеры,โหมดกล้อง,镜头模式,相機模式,镜头模式,Tryb kamery,Chế Độ Camera,Kamera Modu,وضع الكاميرا
,,,Camera Movement,Kamerabewegung,Camera Movement,Movimiento de la cámara,Movimiento de la cámara,Déplacement caméra,Gerakan Kamera,Movimento visuale,カメラの動き,카메라 이동,Movimento da câmera,Movimento da câmera,Движение камеры,การเคลื่อนไหวของกล้อง,镜头移动模式,相機移動,镜头移动模式,Ruch kamery,Chuyển Động Camera,Kamera Hareketi,حركة الكاميرا
,,,Camera Sensitivity,Kameraempfindlichkeit,Camera Sensitivity,Sensibilidad de la cámara,Sensibilidad de la cámara,Sensibilité de la caméra,Sensitivitas Kamera,Precisione telecamera,カメラ感度,카메라 민감도,Sensitividade da câmera,Sensitividade da câmera,Чувствительность камеры,ความไวกล้อง,镜头敏感度,相機靈敏度,镜头敏感度,Czułość kamery,Độ Nhạy Camera,Kamera Hassasiyeti,حساسية الكاميرا
,,,Camera Zoom,Kamerazoom,Camera Zoom,Distancia de la cámara,Distancia de la cámara,Zoom caméra,Perbesar/Perkecil Kamera,Zoom visuale,カメラズーム,카메라 줌,Zoom da câmera,Zoom da câmera,Масштаб камеры,ซูมกล้อง,镜头缩放,相機縮放,镜头缩放,Zbliżenie kamery,Thu Phóng Camera,Kamera Yakınlaştırması,تكبير/تصغير الكاميرا
,,,Can't follow user: {ERROR_REASON:translate},Benutzer kann nicht gefolgt werden: {ERROR_REASON:translate},Can't follow user: {ERROR_REASON:translate},No es posible seguir al usuario: {ERROR_REASON:translate},No es posible seguir al usuario: {ERROR_REASON:translate},Impossible de suivre l'utilisateur : {ERROR_REASON:translate},Tidak dapat mengikuti pengguna: {ERROR_REASON:translate},Impossibile seguire l'utente: {ERROR_REASON:translate},ユーザーをフォローできません：{ERROR_REASON:translate},사용자를 팔로우할 수 없음: {ERROR_REASON:translate},Não é possível seguir o usuário: {ERROR_REASON:translate},Não é possível seguir o usuário: {ERROR_REASON:translate},Нельзя следить за пользователем: {ERROR_REASON:translate},ไม่สามารถติดตามผู้ใช้คนนี้ได้: {ERROR_REASON:translate},由于{ERROR_REASON:translate}，无法关注用户：,無法追蹤使用者：{ERROR_REASON:translate},由于{ERROR_REASON:translate}，无法关注用户：,Nie można obserwować użytkownika: {ERROR_REASON:translate},Không thể theo dõi người dùng: {ERROR_REASON:translate},Kullanıcı takip edilemiyor: {ERROR_REASON:translate},لا يمكن متابعة المستخدم: {ERROR_REASON:translate}
,,,Can't follow user: {ERROR_REASON:translate}. ({COUNT:int}),Benutzer kann nicht gefolgt werden: {ERROR_REASON:translate}. ({COUNT:int}),Can't follow user: {ERROR_REASON:translate}. ({COUNT:int}),No es posible seguir al usuario: {ERROR_REASON:translate}. ({COUNT:int}),No es posible seguir al usuario: {ERROR_REASON:translate}. ({COUNT:int}),Impossible de suivre l'utilisateur : {ERROR_REASON:translate}. ({COUNT:int}),Tidak dapat mengikuti pengguna: {ERROR_REASON:translate}. ({COUNT:int}),Impossibile seguire l'utente: {ERROR_REASON:translate}. ({COUNT:int}),ユーザーをフォローできません：{ERROR_REASON:translate}. ({COUNT:int}),사용자를 팔로우할 수 없음: {ERROR_REASON:translate}. ({COUNT:int}),Não é possível seguir o usuário: {ERROR_REASON:translate}. ({COUNT:int}),Não é possível seguir o usuário: {ERROR_REASON:translate}. ({COUNT:int}),Нельзя следить за пользователем: {ERROR_REASON:translate}. ({COUNT:int}),ไม่สามารถติดตามผู้ใช้คนนี้ได้: {ERROR_REASON:translate} ({COUNT:int}),由于{ERROR_REASON:translate}，无法关注用户：. ({COUNT:int}),無法追蹤使用者：{ERROR_REASON:translate}。（{COUNT:int}）,由于{ERROR_REASON:translate}，无法关注用户：. ({COUNT:int}),Nie można obserwować użytkownika: {ERROR_REASON:translate}. ({COUNT:int}),Không thể theo dõi người dùng: {ERROR_REASON:translate}. ({COUNT:int}),Kullanıcı takip edilemiyor: {ERROR_REASON:translate}. ({COUNT:int}),لا يمكن متابعة المستخدم: {ERROR_REASON:translate}. ({COUNT:int})
,,,Can't follow user: {ERROR_REASON},Benutzer kann nicht gefolgt werden: {ERROR_REASON},Can't follow user: {ERROR_REASON},No es posible seguir al usuario: {ERROR_REASON},No es posible seguir al usuario: {ERROR_REASON},Impossible de suivre l'utilisateur : {ERROR_REASON},Tidak dapat mengikuti pengguna: {ERROR_REASON},Impossibile seguire l'utente: {ERROR_REASON},ユーザーをフォローできません：{ERROR_REASON},사용자를 팔로우할 수 없음: {ERROR_REASON},Não é possível seguir o usuário: {ERROR_REASON},Não é possível seguir o usuário: {ERROR_REASON},Нельзя следить за пользователем: {ERROR_REASON},ไม่สามารถติดตามผู้ใช้คนนี้ได้: {ERROR_REASON},由于{ERROR_REASON}，无法关注用户：,無法追蹤使用者：{ERROR_REASON},由于{ERROR_REASON}，无法关注用户：,Nie można obserwować użytkownika: {ERROR_REASON},Không thể theo dõi người dùng: {ERROR_REASON},Kullanıcı takip edilemiyor: {ERROR_REASON},لا يمكن متابعة المستخدم: {ERROR_REASON}
,,,Can't join place {PLACEID:int}: {ERROR_REASON:translate},Beitritt zu {PLACEID:int} nicht möglich: {ERROR_REASON:translate},Can't join place {PLACEID:int}: {ERROR_REASON:translate},No es posible unirse al lugar {PLACEID:int}: {ERROR_REASON:translate},No es posible unirse al lugar {PLACEID:int}: {ERROR_REASON:translate},Impossible de rejoindre l'emplacement {PLACEID:int} : {ERROR_REASON:translate},Tidak dapat bergabung ke tempat {PLACEID:int}: {ERROR_REASON:translate},Impossibile raggiungere la località {PLACEID:int}: {ERROR_REASON:translate},{PLACEID:int}のプレースに参加できません：{ERROR_REASON:translate},플레이스 {PLACEID:int}에 참가할 수 없음: {ERROR_REASON:translate},Não é possível entrar em {PLACEID:int}: {ERROR_REASON:translate},Não é possível entrar em {PLACEID:int}: {ERROR_REASON:translate},Нельзя присоединиться ({PLACEID:int}): {ERROR_REASON:translate},"ไม่สามารถเข้าร่วมสถานที่ ""{PLACEID:int}"" ได้: {ERROR_REASON:translate}",由于{ERROR_REASON:translate}，你无法加入{PLACEID:int}：,無法加入空間 {PLACEID:int}：{ERROR_REASON:translate},由于{ERROR_REASON:translate}，你无法加入{PLACEID:int}：,Nie można dołączyć do miejsca {PLACEID:int}: {ERROR_REASON:translate},Không thể tham gia địa điểm {PLACEID:int}: {ERROR_REASON:translate},{PLACEID:int} dünyasına katılım başarısız: {ERROR_REASON:translate},لا يمكن الانضمام إلى المكان {PLACEID:int}: {ERROR_REASON:translate}
,,,Can't join place {PLACEID:int}: {ERROR_REASON:translate}. ({COUNT:int}),Beitritt zu {PLACEID:int} nicht möglich: {ERROR_REASON:translate}. ({COUNT:int}),Can't join place {PLACEID:int}: {ERROR_REASON:translate}. ({COUNT:int}),No es posible unirse al lugar {PLACEID:int}: {ERROR_REASON:translate}. ({COUNT:int}),No es posible unirse al lugar {PLACEID:int}: {ERROR_REASON:translate}. ({COUNT:int}),Impossible de rejoindre l'emplacement {PLACEID:int} : {ERROR_REASON:translate}. ({COUNT:int}),Tidak dapat bergabung ke tempat {PLACEID:int}: {ERROR_REASON:translate}.({COUNT:int}),Impossibile raggiungere la località {PLACEID:int}: {ERROR_REASON:translate}. ({COUNT:int}),{PLACEID:int}のプレースに参加できません：{ERROR_REASON:translate}. ({COUNT:int}),플레이스 {PLACEID:int}에 참가할 수 없음: {ERROR_REASON:translate}. ({COUNT:int}),Não é possível entrar em {PLACEID:int}: {ERROR_REASON:translate}. ({COUNT:int}),Não é possível entrar em {PLACEID:int}: {ERROR_REASON:translate}. ({COUNT:int}),Нельзя присоединиться ({PLACEID:int}): {ERROR_REASON:translate}. ({COUNT:int}),"ไม่สามารถเข้าร่วมสถานที่ ""{PLACEID:int}"" ได้: {ERROR_REASON:translate} ({COUNT:int})",由于{ERROR_REASON:translate}，你无法加入{PLACEID:int}：. ({COUNT:int}),無法加入空間 {PLACEID:int}：{ERROR_REASON:translate}。（{COUNT:int}）,由于{ERROR_REASON:translate}，你无法加入{PLACEID:int}：. ({COUNT:int}),Nie można dołączyć do miejsca {PLACEID:int}: {ERROR_REASON:translate}. ({COUNT:int}),Không thể tham gia địa điểm {PLACEID:int}: {ERROR_REASON:translate}. ({COUNT:int}),{PLACEID:int} dünyasına katılım başarısız: {ERROR_REASON:translate}. ({COUNT:int}),لا يمكن الانضمام إلى المكان {PLACEID:int}: {ERROR_REASON:translate}. ({COUNT:int})
,,,Can't join place {PLACEID}: {ERROR_REASON},Beitritt zu {PLACEID} nicht möglich: {ERROR_REASON},Can't join place {PLACEID}: {ERROR_REASON},No es posible unirse al lugar {PLACEID}: {ERROR_REASON},No es posible unirse al lugar {PLACEID}: {ERROR_REASON},Impossible de rejoindre l'emplacement {PLACEID} : {ERROR_REASON},Tidak dapat bergabung ke tempat {PLACEID}: {ERROR_REASON},Impossibile raggiungere la località {PLACEID}: {ERROR_REASON},{PLACEID} のプレースに参加できません：{ERROR_REASON},플레이스 {PLACEID}에 참가할 수 없음: {ERROR_REASON},Não é possível entrar em {PLACEID}: {ERROR_REASON},Não é possível entrar em {PLACEID}: {ERROR_REASON},Нельзя присоединиться ({PLACEID}): {ERROR_REASON},"ไม่สามารถเข้าร่วมสถานที่ ""{PLACEID}"" ได้: {ERROR_REASON}",由于{ERROR_REASON}，你无法加入{PLACEID}：,無法加入空間 {PLACEID}：{ERROR_REASON},由于{ERROR_REASON}，你无法加入{PLACEID}：,Nie można dołączyć do miejsca {PLACEID}: {ERROR_REASON},Không thể tham gia địa điểm {PLACEID}: {ERROR_REASON},{PLACEID} dünyasına katılım başarısız: {ERROR_REASON},لا يمكن الانضمام إلى المكان {PLACEID}: {ERROR_REASON}
,,,A/Left Arrow,A/Linkspfeil,A/Left Arrow,A/Cursor izquierdo,A/Cursor izquierdo,A/Flèche gauche,A/Panah Kiri,A/Freccia SINISTRA,A/左カーソル,A/왼쪽 화살표,A/seta esquerda,A/seta esquerda,A/стрелка влево,A/ลูกศรซ้าย,A/左箭头,A、←,A/左箭头,A / strzałka w lewo,A/Mũi Tên Sang Trái,A/Sol Ok Tuşu,A/ السهم الأيسر
,,,Canceling...,Abbrechen ...,Canceling...,Cancelando...,Cancelando...,Annulation...,Membatalkan...,Annullamento...,キャンセル中...,취소 중...,Cancelando...,Cancelando...,Отмена...,กำลังยกเลิก...,正在取消...,正在取消……,正在取消...,Anulowanie...,Đang Hủy bỏ...,İptal ediliyor...,إلغاء...
,,,Cannot find experience server,Experience-Server kann nicht gefunden werden,Cannot find experience server,No se puede encontrar el servidor de la experiencia,No se puede encontrar el servidor de la experiencia,Impossible de trouver le serveur de l'expérience,Tidak dapat menemukan server pengalaman virtual,Impossibile trovare il server dell'esperienza,バーチャル空間サーバーが見つかりません,체험 서버를 찾을 수 없습니다,Não é possível encontrar servidores para esta experiência,Não é possível encontrar servidores para esta experiência,Не удаётся найти сервер,ไม่พบเซิร์ฟเวอร์ของประสบการณ์,找不到服务器,找不到體驗伺服器,找不到服务器,Nie można znaleźć serwera projektu,Không tìm được máy chủ trải nghiệm,Deneyim sunucusu bulunamıyor,لا يمكن العثور على خادم التجربة
,,,Cannot find experience server. ({COUNT:int}),Experience-Server kann nicht gefunden werden. ({COUNT:int}),Cannot find experience server. ({COUNT:int}),No se puede encontrar el servidor de la experiencia. ({COUNT:int}),No se puede encontrar el servidor de la experiencia. ({COUNT:int}),Impossible de trouver le serveur de l'expérience. ({COUNT:int}),Tidak dapat menemukan server pengalaman virtual: ({COUNT:int}),Impossibile trovare il server dell'esperienza. ({COUNT:int}),バーチャル空間サーバーが見つかりません。 ({COUNT:int}),체험 서버를 찾을 수 없습니다. ({COUNT:int}),Não é possível encontrar o servidor da experiência ({COUNT:int}),Não é possível encontrar o servidor da experiência ({COUNT:int}),Не удаётся найти сервер. ({COUNT:int}),ไม่พบเซิร์ฟเวอร์ของประสบการณ์ ({COUNT:int}),无法找到服务器 ({COUNT:int}),找不到體驗伺服器。（{COUNT:int}）,无法找到服务器 ({COUNT:int}),Nie można znaleźć serwera projektu. ({COUNT:int}),Không tìm được máy chủ trải nghiệm. ({COUNT:int}),Deneyim sunucusu bulunamıyor. ({COUNT:int}),لا يمكن العثور على خادم التجربة. ({COUNT:int})
,,,Cannot find experience server. {RET:translate}...({COUNT:int}),Experience-Server kann nicht gefunden werden. {RET:translate}...({COUNT:int}),Cannot find experience server. {RET:translate}...({COUNT:int}),No se puede encontrar el servidor de la experiencia. {RET:translate}...({COUNT:int}),No se puede encontrar el servidor de la experiencia. {RET:translate}...({COUNT:int}),Impossible de trouver le serveur de l'expérience. {RET:translate}...({COUNT:int}),Tidak dapat menemukan server pengalaman virtual: {RET:translate}...({COUNT:int}),Impossibile trovare il server dell'esperienza. {RET:translate}...({COUNT:int}),バーチャル空間サーバーが見つかりません。 {RET:translate}...({COUNT:int}),체험 서버를 찾을 수 없습니다. {RET:translate}...({COUNT:int}),Não é possível encontrar o servidor da experiência. {RET:translate}...({COUNT:int}),Não é possível encontrar o servidor da experiência. {RET:translate}...({COUNT:int}),Не удаётся найти сервер. {RET:translate}...({COUNT:int}),ไม่พบเซิร์ฟเวอร์ของประสบการณ์ {RET:translate}...({COUNT:int}),无法找到服务器. {RET:translate}...({COUNT:int}),找不到體驗伺服器。{RET:translate}……（{COUNT:int}）,无法找到服务器. {RET:translate}...({COUNT:int}),Nie można znaleźć serwera projektu. {RET:translate}... ({COUNT:int}),Không tìm được máy chủ trải nghiệm. {RET:translate}...({COUNT:int}),Deneyim sunucusu bulunamıyor. {RET:translate}...({COUNT:int}),لا يمكن العثور على خادم التجربة. {RET:translate}...({COUNT:int})
,,,Cannot join experience instance: {ERROR_REASON:translate},Beitritt zur Experience-Instanz nicht möglich: {ERROR_REASON:translate},Cannot join experience instance: {ERROR_REASON:translate},No es posible unirse a la instancia de la experiencia: {ERROR_REASON:translate},No es posible unirse a la instancia de la experiencia: {ERROR_REASON:translate},Impossible de trouver le serveur de l'expérience : {ERROR_REASON:translate},Tidak dapat bergabung ke pengalaman virtual instance: {ERROR_REASON:translate},Impossibile partecipare all'istanza dell'esperienza: {ERROR_REASON:translate},バーチャル空間のインスタンスに参加できません：{ERROR_REASON:translate},체험 인스턴스에 참여할 수 없음: {ERROR_REASON:translate},Não é possível juntar-se à instância da experiência: {ERROR_REASON:translate},Não é possível juntar-se à instância da experiência: {ERROR_REASON:translate},Не удалось присоединиться: {ERROR_REASON:translate},ไม่สามารถเข้าร่วมอินสแตนซ์ประสบการณ์ได้: {ERROR_REASON:translate},无法加入体验：{ERROR_REASON:translate},無法加入體驗： {ERROR_REASON:translate},无法加入体验：{ERROR_REASON:translate},Nie można dołączyć do instancji projektu: {ERROR_REASON:translate},Không tham gia được phiên bản trải nghiệm: {ERROR_REASON:translate},Deneyim durumuna katılım başarısız: {ERROR_REASON:translate},لا يمكن الانضمام إلى التجربة: {ERROR_REASON:translate}
